"Name";"Category";"user_score";"precision";"rn";"Synonyms";"main_link";"tags";"Price";"years_since_relevant";"DataSource";"Description";"Manual_In";"Manual_Out";"Automatic_In";"Automatic_Out";"Link_Out";"Link_In";"fastgreedy_order";"edgebetw_order";"cluster_fast_greedy";"cluster_edge_betweenness";"cluster_spinglass";"frequency";"KeysFirstRow";"KeyIncidence";"KeyRepetition";"KeyInPopular";"CentDegree";"CentClosens";"CentBetweens";"CentEigenvec";"tagSum";"fastgreedy_height";"edgebetw_height";"main_site"
"Revive Weight Loss";"app";1;;1395;"get-revive";"get-revive.com,get-revive.com";"Health & Fitness,Health,paidServices,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Revive - Weight Loss is a new way to improve your well-being everyday. Unlike other weight loss apps that focus on calorie counting Revive helps you track and improve your eating habits for a more lasting impact.Revive is made for you if: > You wish to acquire better eating habits in order to get back in shape improve your general well-being and lose weight.> You do not believe anymore in unsustainable restrictive diet plans whose effects never last.> You are willing to track your meals but only if it's quick fast and fun (because classic calorie counting is super tedious).> You don't want to count calories your whole life. HOW IT WORKS: > Intelligent: Each day Revive gives you a list of advices and tips customised to your needs.> Easy: You will input your meals via a unique system based on portion tracking. In a few seconds Revive tells you if you had a very healthy day (Green colour) if the day was average (Yellow colour) or if you have a lot of corrections to make (Orange colour). String together as many Green days as possible to reach your weight loss goals!> Complete: Nutrition tips exercice sleep anti-stress recipes etc. Everything is important to lose weight. It's not just about your plate! Questions? Feedback? You can reach us here: team@get-revive.com.";"body weight";"advices";"";"";"";"";;;;;;;;;;;;;;;;;;"get-revive.com"
"Rip Curl SearchGPS";"device";2;;1396;"";"searchgps.ripcurl.com/";"Smartwatch,Bluetooth,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Smartwatch";"accelerometer,gyroscope";"";"";"";"";"";;;;;;;;;;;;;;;;;;"searchgps.ripcurl.com"
"Rise Up Eating Disorder";"app";2;;1397;"Rise Up + Recover: An Eating Disorder Monitoring and Management Tool for Anorexia Bulimia Binge Eating and EDNOS,Rise Up,Recovery Warriors L.L.C.,Recovery Warriors";"recoverywarriors.com/,recoverywarriors.com/";"Health & Fitness,Motivation,Physical activity,iOS,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"Rise Up + Recover is just the app for you if you are struggling with food dieting exercise and body image. Based off self-monitoring homework a cornerstone of cognitive behavioral therapy (CBT) we designed a convenient and user-friendly app that has been used millions of time around the world. At Recovery Warriors our mission is to create empowering tools that will help YOU succeed! With the Rise Up + Recover app you can: <U+0082>G Log your meals emotions and behaviors from the privacy of your mobile phone <U+0082>G Export PDF summaries of your Meal Log and Check-In to share with your treatment team <U+0082>G Set custom reminders to inspire you to keep moving forward <U+0082>G Rest assured that your personal information is protected behind a pass-code <U+0082>G Share motivational and inspirational quotes images and affirmations <U+0082>G Access a wide range of resources to build a strong recovery warrior mindset <U+0082>G Find support and professional treatment nearby Rise Up + Recover is the perfect addition to your professional treatment for an eating disorder including anorexia nervosa (AN) bulimia nervosa (BN) obsessive eating disorder (OED) binge eating disorder (BED) and compulsive eating disorder (CED). Look no further! Rise Up + Recover is just the app for you if you are struggling with food dieting exercise and body image. Based off self-monitoring homework a cornerstone of cognitive behavioral therapy (CBT) we designed a simple and convenient app that has been used millions of time around the world.At Recovery Warriors our mission is to create empowering tools that will help YOU succeed! With the Rise Up + Recover app you can: <U+0082>G Log your meals emotions and behaviors from the privacy of your mobile phone<U+0082>G Export PDF summaries of your Meal Log and Check-In to share with your treatment team<U+0082>G Set custom reminders to inspire you to keep moving forward<U+0082>G Rest assured that your personal information is protected behind a pass-code<U+0082>G Share motivational and inspirational quotes images and affirmations<U+0082>G Access a wide range of resources to build a strong recovery warrior mindset<U+0082>G Find support and professional treatment nearby Rise Up + Recover is the perfect addition to your professional treatment for an eating disorder including anorexia nervosa (AN) bulimia nervosa (BN) obsessive eating disorder (OED) binge eating disorder (BED) and compulsive eating disorder (CED). Learn more at https://www.recoverywarriors.com/";"custom input,generic input,emotions,behavior,posts";"file,reminders/notifications,encouragements,social support";"";"";"";"";;;;;;;;;;;;;;;;;;"recoverywarriors.com"
"room_temp";"whattomeasure";2.5;;175;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Rslsteeper";"device";1;;1398;"";"rslsteeper.com/";"Prosthesis,Hand prosthetis,USB,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Intelligent wearable hand prosthesis";"electromyography";"";"";"";"";"";;;;;;;;;;;;;;;;;;"rslsteeper.com"
"Rufus Cuff";"device";2;;1399;"Rufus,Rufus Labs LLC";"getrufus.com/";"wear,Wearable computer,Com_over_WiFi,Bluetooth,iOS,Android,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable wrist computer";"accelerometer,global positioning system,gyroscope";"";"";"";"";"";;;;;;;;;;;;;;;;;;"getrufus.com"
"rungap.com";"app";5;9;176;"rungap";"";"";;0;"DIM";"";"workout";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"S+ Res Med";"device";3;;1402;"ResMed";"splus.resmed.com/";"";;;"rNC";"";"sleep cycles,sonar";"";"";"";"";"";;;;;;;;;;;;;;;;;;"splus.resmed.com"
"Safelet";"device";1;;1403;"";"safelet.com/";"Tracker,Security,alarm,bracelet,Bluetooth,Android,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wirelessly-connected bracelet with a panic button alerting users caregivers";"global positioning system";"";"";"";"";"";;;;;;;;;;;;;;;;;;"safelet.com"
"Samsung Gear";"device";3;;1404;"Gear 2,Gear 2 Neo,Gear Fit 2,Gear S,Gear S2,Gear S3";"samsung.com/us/mobile/wearables/";"Smartwatch,Bluetooth,Android,iOS,In production,company";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables. http://support.walkingspree.com/hc/en-us/sections/206748667-Devices-Connected-via-Apple-Health-Google-Fit,doi.org/10.1186/s12937-018-0366-6";"Smartwatch";"physical activity,steps,energy expenditure,sleep,heart rate,accelerometer,gyroscope,barometer,global positioning system,pedometer,heart rate monitor,proximity sensor,excercise,activity,heartrate,calories burned,distance moved";"workout trainer,kiqplan,poundaweek - calorie counter";"";"";"";"";;;;;;;;;;;;;;;;;;"samsung.com"
"Samsung Health";"aggregator";2.5;;179;"shealth,S Health";"shealth.samsung.com/,shealth.samsung.com/";"Health & Fitness,Motivation,Health,Physical activity,Android,aggregator";0;;"DIM,doi.org/10.1186/s12937-018-0366-6";"NA S Health provides core features to keep up your body fit and healthy. It will record and analyze your daily activities and habits to help maintain successful diet and lead healthy lifestyle. Whether you walk or run hike or bike play indoor or outdoor sports you can add and track the various physical exercises and activities in a single step using the various built-in trackers. You can also record your step count activity using Pedometer. S Health helps to create a balanced lifestyle pattern by recording a variety of information like your food caffeine and water intake details. Provide your daily snacks food water and caffeine intake and track your diet and weight on the go while staying comfortable using the sleep & stress tracker. Manage health and environmental records such as heart rate blood pressure blood glucose levels stress weight & SpO<U+0082><c7><c7> using built-in sensors and third party devices. Trackers enable user to easily and quickly check meaningful data based on user preferences. The intuitive charts helpful tips and physical exercise programs guide you to achieve your fitness and diet goals. You can also personalize your Dashboard by adding or removing Goals. Manage your fitness activities track your weight and monitor your diet using Samsung Galaxy and Gear devices. The App supports all Samsung smartphones starting from Galaxy S3 onwards and includes Non-Samsung Android smartphones as well. Exercise programs such as Baby steps to 5K Run 5K and so on are available to take your running to the next level and you will be guided via voice prompts during workout. You can also listen to music while doing your physical exercises. Compete with your friends and check your ranking. You can compete with your friends in the address box once your Samsung account is registered. On together section you can select your own competitor and compare your steps with people of different age group across the globe. Check daily health news of your preference with customized news feed. Keep your body strong and healthy with tips offered by health professionals. Discover the best health and fitness apps that can connect with S Health. Many health apps including 'Technogym' and 'Coach by Cigna' can be linked with S Health. You can track and manage your diet health and exercise data from each App in one place. Tablets and some mobile devices may not be supported. Some functions may not be available based on regions/service providers/devices. S Health requires Android OS 4.4 or above. S Health supports over 70 languages including English French and Chinese. An English language version is available for the rest of the world. Please note that S Health is intended for fitness and wellness purposes only and is not intended for use in the diagnosis of disease or other conditions or in the cure mitigation treatment or prevention of disease. S Health protects your private health data securely. All Samsung Galaxy models released after August 2016 starting with Galaxy Note7 Knox enabled S Health service will be available. Please be noted that Knox enabled S Health service will not be available from rooted mobile.";"food images,water,smartwatch,pedometer,heart rate monitor,oxygen saturation,body weight,excercise,stress level,heartrate,cgm,body composition,fitness goals,nutrition goals,activity,activity level,sleep,hydro coach - drink water,lifesum health movement,noom healthy weight loss coach,water drink reminder,healthy 365 health promotion board,kiqplan,garmin connect mobile,up smart coach for health,misfit,fitbit charge 2,samsung gear";"web api,sdk,advices,challanges,connected users,reminders/notifications,fitnesssyncer,health mate steps tracker & life coach by withings,noom healthy weight loss coach";"";"";"";"";;;;;;;;;;;;;;;;;;"shealth.samsung.com"
"Scribe Labs";"device";2;;1405;"Run Scribe Pro";"runscribe.com";"Tracker,Physical activity,tracker,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable device that gives athletes data about training";"physical activity,steps,energy expenditure,accelerometer,global positioning system,gyroscope";"";"";"";"";"";;;;;;;;;;;;;;;;;;"runscribe.com"
"Secret of Weight Le Secret du Poids SAS";"app";2;;1406;"Secret of Weight,Le Secret du Poids SAS,Le Secret du Poids";"lesecretdupoids.com,lesecretdupoids.com";"Health & Fitness,Uncategorized,Uncategorized,paidServices,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"NA The Secret of Weight (TSOW) is a simple and practical calorie counter based on photos. With this fun and playful application you can either maintain your weight slim down or even gain weight; it<U+0082><c4><f4>s all up to you!We all have heard about calories before! Why use this app then? Is it easy to navigate? How do we add up our calories? The Secret of Weight explains everything! The number of calories you can spend each day. What happens if you go over your budget? How to rectify when you overindulge... Most importantly the application simplifies calorie counting for you as you can select what you had to eat using food pictures in the app! How does it work? - There is a daily calorie budget which you can spend without getting fat. You can spend your money as you wish! You can eat all kinds of food and as long as you stay within your budget you will not gain weight! This is THE big Secret of Weight. Okay but how does it all work? - Throughout the day you can add the food you're having and select the portions you're having by using the food pictures. A small gauge shows you how many calories you have left to spend for that given day.- If you eat more than the budget you<U+0082><c4><f4>ll gain weight: a chart shows you in real time how many grams you gain when you overindulge.- If you eat less than your estimated budget you<U+0082><c4><f4>ll lose weight: a chart indicates in real time how many grams you have lost. The new thing about this concept is to make you see how losing weight does not necessarily mean banishing forbidden foods from your diet! You will also precisely learn how many calories you will need to eat or not in order to gain or lose a kilo. Contents:- Caloric gauge and dashboard.- Food catalogue: 1661 photos of food 1934 foods represented- Possibility to add food to your cart using or not photos.- Possible to save your own recipes with or without photos.- You can add food items to Favorites.- Food shopping (it is possible to check your basket for the last 10 days).- Customized Settings.- Help topics.- Small character as your coach (Flo).- Possibility to customize the dashboard by changing the color of the gauge and the character (by pressing one or the other). No fees no additional paying options. The only product that we present is the book The Secret of Weight (available on Amazon) which if you buy it will tell you more about the Secret of Weight method! We invite you to test this wonderful tool for yourself! The application<U+0082><c4><f4>s limited options help us focus on the simple basic things. You will quickly get to know all the options (but it will still take a few minutes to understand the basic idea). With the help of explanatory texts you will catch on and before you know it you'll start managing your weight all on your own! Keep it simple think simple and lose weight easily!";"database input,custom input,recipes,favorite eaten foods,generic input,posts";"connected users";"";"";"";"";;;;;;;;;;;;;;;;;;"lesecretdupoids.com"
"See How You Eat Health Revolution";"app";1;;1407;"Health Revolution Ltd";"seehowyoueat.com,seehowyoueat.com";"Health & Fitness,iOS,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA See How You Eat - Your easiest food diary ever1. See your daily meals at glance 2. Easy and simple to use3. Regular meals mean you<U+0082><c4><f4>re not constantly hungry4. Feel more energetic 5. Get to your healthiest weight6. Become more aware of your eating habits With this food diary you can see at a glance all the meals you<U+0082><c4><f4>ve had that day compelling you to make healthier choices. Photographing your meals encourages you to change your eating habits. Meal reminders help you to eat regularly and you<U+0082><c4><f4>ll feel more energetic throughout the day. BENEFITS OF PHOTOGRAPHING: <U+0082>G You<U+0082><c4><f4>ll see at a glance all the meals of the day<U+0082>G Photographing your meals encourages smart choices BENEFITS OF REGULAR EATING: <U+0082>G Stay energetic throughout the day<U+0082>G Weight controlling becomes easier<U+0082>G Lose cravings for unhealthy foods It doesn<U+0082><c4><f4>t matter whether your goal is to feel better be more energetic to lose weight or manage your weight it helps you to succeed. It<U+0082><c4><f4>s the easiest way to track your meals<U+0082>K and to eat regularly! Health Revolution Ltd develops simple and easy-to-use nutrition app concepts for mobile platforms. Our mission is to help people discover the basics of healthy eating in a way suitable for today<U+0082><c4><f4>s hectic lifestyle. We are against crash diets. We stand for permanent balance. Our vision is a world without dieting.";"food images";"reminders/notifications";"";"";"";"";;;;;;;;;;;;;;;;;;"seehowyoueat.com"
"Sen.se Mother";"device";2.5;;180;"motion cookies";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"SenseCore";"device";2;;1408;"";"senseyourcore.com/";"Tracker,defunct,oxygen consumption,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable electrodes that compute post-exercise oxygen consumption (EPOC) speed/pace distance cadence total steps and activity classification";"physical activity,steps,energy expenditure,excess post-exercise oxygen consumption,electrocardiogram,respiratory monitor,accelerometer,temperature sensor";"";"";"";"";"";;;;;;;;;;;;;;;;;;"senseyourcore.com"
"SenseGlove";"device";3;;1409;"";"senseglove.com/";"Gloves,Virtual reality,glove,Bluetooth,Windows,Not released yet,Golf,coaching,USB,In production";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Virtual reality hand controller with haptic feedback Smart glove designed for golfers";"motion analysis,multiple inertial measurement unit sensors";"bluetooth,api";"";"";"";"";;;;;;;;;;;;;;;;;;"senseglove.com"
"Sensmi band";"device";2;;1410;"Sensmi";"sensmiband.com/index.html";"Tracker,Wristband,Bluetooth,iOS,Android,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Wristband for monitoring of stress levels";"galvanic skin response,sleep,accelerometer";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sensmiband.com"
"Senso Devices Inc.";"device";3;;1411;"Senso";"senso.me/";"Gloves,Virtual reality,glove,Bluetooth,Android,OSX,Windows,Linux,In production";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Gloves for virtual and augmented reality";"motion analysis,multiple inertial measurement unit sensors";"bluetooth,api";"";"";"";"";;;;;;;;;;;;;;;;;;"senso.me"
"biometrics";"concept";2.5;;181;"metric,vital sign,biometric";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"serving sizes";"sensor";2.5;;182;"Manual macro input,Manual calorie input,Weight estimation,Number of servings,Portion count";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"ShotTracker";"device";0;;1412;"";"shottracker.com";"Tracker,Basketball,shot,sensor,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable tech for the baller that automatically tracks shot attempts makes and misses.";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"shottracker.com"
"Simple Calorie Counter SubAssistant";"app";1;;1413;"Simple Calorie Counter,SubAssistant";"doubleblacksoftware.com,doubleblacksoftware.com";"Health & Fitness,Motivation,Physical activity,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Source: https://github.com/doubleblacksoftware/simple-calorie-counterThe Simple Calorie Counter is a simple but effective way to track the calories you eat and drink throughout the day. If you need a simple counter without all the fluff advertising and Facebook integration try this app. To use first open settings and set your daily calorie goal. You can also set whether this goal is a minimum goal or a maximum limit. Then simply enter the name of the food or drink and the number of calories associated with it. The Simple Calorie Counter will keep track of it for you and remember your items for easy input later. There's also a simple widget that displays the number of calories you have left for the day before you reach your limit (or goal). It doesn't get much simpler than that!";"custom input,nutrition goals,activity";"";"";"";"";"";;;;;;;;;;;;;;;;;;"doubleblacksoftware.com"
"Simple Diet Diary Martin Stone";"app";0.5;;1414;"Simple Diet Diary,Martin Stone,Simple Calorie Count,Simple Calorie Count Martin Stone";"rarepebble.com/privacy/simple-diet-diary.html,rarepebble.com/privacy/simple-diet-diary.html";"Health & Fitness,Motivation,paidServices,Android,Physical activity";0;;"doi.org/10.1186/s12937-018-0366-6";"NA An easy to use diet logger. Can help you to lose weight gain weight or track any other target.<U+0082>G Quick logging of your stuff.<U+0082>G Log as many or as few nutrients as you like and even invent your own.<U+0082>G Look up nutrient values in the optional offline database or enter them manually.<U+0082>G Quickly select previously entered foods.<U+0082>G Display each day's total or remaining nutrient allowance.<U+0082>G View graphs of nutrient history.<U+0082>G Share data as HTML CSV or SQLite database.<U+0082>G Home-screen widgets for quick viewing of your totals. The in-app purchase unlocks the following features: <U+0082>G Customize the widget appearance.<U+0082>G Share daily totals and item data.<U+0082>G Alter the date range when sharing data.<U+0082>G Select the dark theme.<U+0082>G Dynamically adjust targets.<U+0082>G Choose actions for double-tap and long-press on the totals bar. Permissions: <U+0082>G The Photos / Media / Files permission is used for reading and writing backup files on the SD card.<U+0082>G Network permissions are for logging crashes and screen views. Refer to the privacy policy linked below for more information.<U+0082>G The In-app purchases permission is used for a single purchase to unlock the premium features listed above.,NA NOTE: This app has been superseded by my new Simple Diet Diary app: http://play.google.com/store/apps/details?id=com.rarepebble.dietdiaryCount calories or any kind of points. You must enter your own foods and calories but this means there is no clutter from foods you don't eat. Features: - Builds a personal food database from the information you enter.- Enables easy selection of previously entered foods.- Displays each day's total calories or remaining allowance.- Analyses your performance over the last week and month.- Provides a home-screen widget for quick viewing of your calorie total.- Allows calories burnt by exercise to be counted.- Can export the diary to an HTML file.- Can back up and restore the diary via SQLite format. Permissions: - The Photos / Media / Files permission is used for reading and writing files to the SD card for the backup and export functions.- The network permissions are used for automatic crash reporting and ads.- The in-app purchase is used for a single purchase that deactivates ads Please report bugs using the email link below.";"database input,custom input,generic input,nutrition goals,excercise";"file";"";"";"";"";;;;;;;;;;;;;;;;;;"rarepebble.com"
"Simple Macro Calorie Counter";"app";0;;1415;"Simple Macro";"";"Health & Fitness,Motivation,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Simple Macro was made to help you keep track of your calories along with keeping track of your macro nutrient distribution. Diet is the most important part of reaching your weight goals whether you want to lose weight or gain muscle. Tracking your macros along with calorie counting is vital to achieving the physique you desire. You can set your macros by percent of calories contributed or by grams. There is a feature to add food that you've eaten into your favorites so you can quickly add the macros from the food and get on with your meal. Your macro goals as well as the macro nutrients you've already had for the day will be on display the moment you open the app so you can take a quick peak and see if you need to have some food. You can then swipe to the right in order to begin adding the food you need to hit your goals and start working towards the weight change you want.";"macronutrients,nutrient/energy input,favorite eaten foods,nutrition goals";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"siren.care";"device";2;;1416;"";"siren.care";"wear,Socks,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://google.com";"Diabetes sock with a temperature sensor preventing development of ulcer";"temperature,temperature sensor";"";"";"";"";"";;;;;;;;;;;;;;;;;;"siren.care"
"skin conductance";"sensor";3;6;1417;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Skin360 Skin Scanner";"device";3;;1418;"Neutrogena Skin Scanner,Skin360";"neutrogena.com/skin360/skin-scanner-for-neutrogena-skin360/6820101.html";"";;;"rNC";"";"wrinkles,skin moisture,pores,skin health";"";"";"";"";"";;;;;;;;;;;;;;;;;;"neutrogena.com"
"Sleep cycle";"whattomeasure";2.5;;186;"deep phase,light phase,REM phase,sleep,sleep cycles,sleep apnea,sleep rem,rapid eye movement,Sleep";"";"";;;"DIM";"canofsleep.com";"";"miband3";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"SleepCycle.com";"app";1;;1419;"";"sleepcycle.com/";"";;;"rNC";"";"sleep cycles";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sleepcycle.com"
"SleepScore Max";"device";2;;1420;"SleepScore Labs,SleepScore";"sleepscore.com/sleepscore-max-sleep-tracker/,sleepscore.com/sleepscore-app/";"app";;;"rNC";"";"sleep cycles,sonar";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sleepscore.com"
"Slimming Tracker Worrall Studios";"app";2;;1421;"Slimming Tracker,Worrall Studios Ltd.,Worrall Studios";"worrall.pw,worrall.pw";"Lifestyle,Health & Fitness,Health,paidServices,Android,iOS";0;;"doi.org/10.1186/s12937-018-0366-6";"Slimming Tracker is the only Food Diary you will ever need. You can use its Points system as the points for your food plan or as calories to keep track of what you eat! Subscription Service Conditions: Water & Weight Trackers: <U+0082>I<U+0082>G The cost of the optional subscription is 3.99 USD for 3 months <U+0082>G Payment will be charged to your iTunes Account at confirmation of purchase<U+0082>I <U+0082>G Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period <U+0082>I <U+0082>G Your account will be charged for renewal within 24-hours prior to the end of the current period<U+0082>I <U+0082>G You can manage your subscription and switch off the auto-renewal by accessing your Account Settings after purchase<U+0082>I <U+0082>G You cannot cancel the current subscription during the active subscription period. <U+0082>I <U+0082>G Any unused portion of a free trial period if offered will be forfeited if you purchase a subscription to that publication.<U+0082>I <U+0082>G Slimming Tracker is powered by Worrall Studios Ltd. All personal data is handled under the terms and conditions of Worrall Studio<U+0082><c4><f4>s privacy policy. More details can be found here: https://www.worrall.pw/privacypolicy.htm Slimming Tracker is the only Food Diary you will ever need. You can use its Points system as the points for your food plan or as calories to keep track of what you eat!Subscription Service Conditions: Water & Weight Trackers:<U+0082>I<U+0082>G The cost of the optional subscription is 3.99 USD for 3 months<U+0082>G Payment will be charged to your Google Account at confirmation of purchase<U+0082>I <U+0082>G Your subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period <U+0082>I<U+0082>G Your account will be charged for renewal within 24-hours prior to the end of the current period<U+0082>I <U+0082>G You can manage your subscription and switch off the auto-renewal by accessing your Account Settings after purchase<U+0082>I <U+0082>G You cannot cancel the current subscription during the active subscription period. <U+0082>I <U+0082>G Any unused portion of a free trial period if offered will be forfeited if you purchase a subscription to that publication.<U+0082>I <U+0082>G Slimming Tracker is powered by Worrall Studios Ltd. All personal data is handled under the terms and conditions of Worrall Studio<U+0082><c4><f4>s privacy policy. More details can be found here: https://www.worrall.pw/privacypolicy.htm";"body weight";"";"";"";"";"";;;;;;;;;;;;;;;;;;"worrall.pw"
"Slow-Carb Diet Parsida AB";"app";1;;1422;"Slow-Carb Diet,Parsida AB";"fourhourworkweek.com/blog/apps,fourhourworkweek.com/blog/apps";"Health & Fitness,Uncategorized,Uncategorized,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA The Photo Diet Tracker for those on The Slow-Carb Diet<U+00AC><c6> and The 4-Hour Chef<U+00AC><c6>The Slow-Carb Diet<U+00AC><c6> App is a complement to The 4-Hour Body<U+00AC><c6> App that makes it easy for you to visually track your Slow-Carb Diet<U+00AC><c6> by taking quick photos of your meals. This simple photo diet tracking app lets you take a quick two-tap snapshot of your meal before opening your mouth. Even without a prescribed diet this awareness alone will result in fat-loss. But why? Research has confirmed that people who use food diaries lose three times as much weight as those who don't. But food diaries require time-consuming entries often written long after eating. Also according to researchers at the University of Wisconsin-Madison taking photographs of meals prior to eating is more effective than food diaries. The photographs acted as an instantaneous intervention and forced the subjects to consider their choice before the damage was done. One participant of this so-called flash diet said: I was less likely to have a jumbo bag of M&Ms. It curbed my choices. It didn't alter them completely but who wants to take a photo of a jumbo bag of M&Ms? The fastest way to correct a behavior is to be aware of it in real time not after the fact. --Tim Ferriss Download this free app now and start losing fat by tracking your Slow-Carb Diet<U+00AC><c6> meals and keeping record of your Four Hour Chef meals. Some of the other features: <U+0082><f2><dc> Set up reminders so you won't forget to take photos<U+0082><f2><dc> Share your meals on Facebook and Twitter to use social accountability to your benefit<U+0082><f2><dc> Browse back in time to view your logged meals<U+0082><f2><dc> Based on the time of the day your meals are automatically categorized into Breakfast Lunch Second Lunch and Dinner<U+0082><f2><dc> Filter your logged meals based on the time of the day or the date they were shot <U+0082><f2><U+0702><f2><U+0702><f2><dc>Please share your thoughts with us via support@fourhourbodyapps.comorhttps://www.facebook.com/slowcarbdietapp<U+0082><f2><U+0702><f2><U+0702><f2><dc>";"food images,notes";"reminders/notifications,facebook,twitter";"";"";"";"";;;;;;;;;;;;;;;;;;"fourhourworkweek.com"
"Smart body scale";"sensor";2.5;;187;"smart scale";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Smart Points Calculator";"app";0;;1423;"Niall Murphy";"";"Health & Fitness,Health,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Weight Control & Fitness Smart Points Calculator & Daily Points Logwith Points Visualization screenAllows you to track new Weight Watchers Smart Points and to helpwith your weight control and fitness levels. Multi-Language Support - for English German French & Spanish- To change 'Language' go to the 'Menu' and select 'Language' option. 'Nutrition' settings option with two options1 - Nutrition per 100g - where labelling is by 100g 2 - Nutrition per Serving Size - where labeling is by portion size Daily Points LogAble to log your Daily Points to a Logto keep track of your Daily Smart Points Points Visualization screenAllows you to view your daily points in a bar graph Note: App is supported on Android 4.1+ devices";"food scores,physical fitness";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Smart thermometer";"sensor";2.5;;188;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"SmartCap Edan Safe";"device";2;;1424;"Edan Safe,Edan Safe Pty Ltd";"smartcaptech.com";"SmartCap,Tracker,Cap,fatigue,awarness,Bluetooth,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Smart cap developed to overcome the limitations of fatigue monitoring technologies";"electroencephalography,global positioning system";"";"";"";"";"";;;;;;;;;;;;;;;;;;"smartcaptech.com"
"smartertime";"app";5;7;1425;"Smarter Time";"";"";;0;"DIM";"";"computer_time,location,time_tracking";"csv file";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"SmartFoodTracker - Food Logger";"app";1;;1426;"PRUSOV digital";"prusov.com,prusov.com";"Health & Fitness,Motivation,Health,Physical activity,paidServices,Android";0;;"doi.org/10.1186/s12937-018-0366-6";"NA Don't waste your time tracking calories it doesn't work. Try modern method of keeping food balance: use smart graph. Imagine for a moment that you could determine the food you need. It's very simple and efficient: there're five main food groups and they're always in front of you. The only thing you need is to keep balance. Enjoy!--- SMART FEATURES:* modern method* phones and tablets are supported* daily weekly and monthly view* frequent recent and favourite food list* works offline* no Ads --- WHY IT'S SMART?Smart Food Tracker gives you simple and efficient way to keep food balance and stay healthy. --- WHAT'S a PRO edition?PRO edition gives you more control over food you eat. After food logging you can see result not only in food groups but also in sub-groups. For example to track meat and fish subgroups and to log all vegetable sub-groups. It's really useful and the price is equal to two cups of coffee. --- VEGETARIANS AND VEGANSThere're special profiles for vegetarians and vegans. All inappropriate food was excluded like meat and poultry. The main changes are made in protein food group where special food ratio is used. There're vegetarians in our team so we really know which food tracker would be the best for you. --- WHAT'S THE BASE?USDA food recommendations were used for this service. We're similar to Supertracker but we're not its mobile food logger. So sync DOESN'T work. --- USER REVIEWSUnfortunately we can't answer your review. So as soon as you have any problems or questions while using our Food Tracker please contact help@prusov.com. We'll answer all the letters. Thank you!";"database input,favorite eaten foods,custom input,frequently eaten foods,recently eaten foods,generic input,food preferences,body weight,weight loss,nutrition goals,activity level";"";"";"";"";"";;;;;;;;;;;;;;;;;;"prusov.com"
